names	celltype
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_83	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_83	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_83	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_83	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_83	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_300	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_300	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_300	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_300	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_300	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_300	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_300	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_300	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_300	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_300	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_300	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_300	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_19	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_19	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_19	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_19	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_19	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_19	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_19	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_19	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_19	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_19	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_19	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_19	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_325	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_325	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_325	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_325	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_325	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_325	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_325	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_325	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_325	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_325	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_325	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_325	13
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_286	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_286	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_286	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_286	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_286	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_286	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_286	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_286	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_286	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_286	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_286	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_227	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_227	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_227	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_227	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_227	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_227	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_227	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_227	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_227	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_227	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_227	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_227	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_190	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_190	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_190	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_190	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_190	13
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_190	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_190	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_190	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_190	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_190	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_190	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_343	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_343	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_343	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_343	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_343	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_343	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_343	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_343	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_343	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_343	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_343	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_343	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_352	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_352	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_352	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_352	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_352	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_352	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_352	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_352	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_352	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_352	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_352	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_193	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_193	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_193	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_193	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_193	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_193	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_193	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_193	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_193	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_193	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_193	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_193	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_316	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_316	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_316	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_316	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_316	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_316	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_316	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_316	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_316	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_316	Mystery
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_316	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_316	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_356	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_356	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_356	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_356	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_356	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_356	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_356	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_356	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_356	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_356	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_356	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_356	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_239	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_239	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_239	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_239	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_239	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_239	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_239	13
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_239	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_239	Spinal_cord
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_239	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_239	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_183	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_183	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_183	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_183	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_183	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_183	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_183	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_183	Spinal_cord
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_183	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_183	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_183	Spinal_cord
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_183	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_314	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_314	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_314	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_314	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_314	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_314	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_314	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_314	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_314	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_314	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_314	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_314	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_57	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_57	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_57	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_57	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_57	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_57	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_57	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_57	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_57	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_57	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_57	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_57	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_103	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_103	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_103	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_103	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_103	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_103	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_103	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_103	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_103	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_103	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_103	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_103	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_93	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_93	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_93	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_93	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_93	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_93	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_93	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_93	13
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_93	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_93	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_93	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_93	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_364	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_364	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_364	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_364	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_364	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_364	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_364	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_364	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_364	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_364	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_364	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_364	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_17	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_17	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_17	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_17	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_17	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_17	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_17	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_17	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_17	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_17	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_17	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_17	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_172	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_172	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_172	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_172	Spinal_cord
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_172	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_172	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_172	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_172	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_172	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_172	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_39	Spinal_cord
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_39	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_39	Spinal_cord
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_39	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_39	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_39	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_39	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_39	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_39	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_39	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_39	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_39	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_90	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_90	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_90	Spinal_cord
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_90	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_90	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_90	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_90	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_90	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_90	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_90	Spinal_cord
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_90	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_90	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_138	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_138	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_138	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_138	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_138	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_138	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_138	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_138	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_138	13
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_138	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_138	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_138	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_379	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_379	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_379	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_379	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_379	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_379	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_379	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_379	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_379	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_379	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_379	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_379	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_111	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_111	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_111	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_111	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_111	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_111	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_111	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_111	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_111	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_111	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_111	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_111	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_192	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_192	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_192	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_192	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_192	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_192	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_192	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_192	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_192	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_192	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_192	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_192	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_305	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_305	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_305	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_305	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_305	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_305	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_305	13
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_305	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_305	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_305	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_305	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_305	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_36	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_36	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_36	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_36	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_36	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_36	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_36	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_36	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_36	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_36	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_36	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_36	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_371	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_371	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_371	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_371	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_371	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_371	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_371	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_371	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_371	Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-4_371	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_371	PGCs
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_371	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_179	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_179	Heart
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_179	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-4_179	Somite
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-5_179	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-6_179	Neural
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-1_179	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-2_179	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-3_179	Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_179	Tailbud
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-6_179	Somite_wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_133	Spinal_cord
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_133	Haemogenic
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-3_133	Haemogenic
